dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1712156400,2024-04-03 15:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.8,3219,3.3,-0.51,3.87,5.43,1007,,,90,9.39,60,15.65,1.1,,,,100,501,Rain,moderate rain,10d
1712156400,2024-04-03 15:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.8,3219,3.3,-0.51,3.87,5.43,1007,,,90,9.39,60,15.65,1.1,,,,100,701,Mist,mist,50d
1712160000,2024-04-03 16:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.84,4828,3.18,-0.27,4.32,5.09,1006,,,89,8.75,70,,1.59,,,,100,501,Rain,moderate rain,10d
1712160000,2024-04-03 16:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.84,4828,3.18,-0.27,4.32,5.09,1006,,,89,8.75,70,,1.59,,,,100,701,Mist,mist,50d
1712163600,2024-04-03 17:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.33,4828,3.34,0.53,4.49,6.08,1005,,,87,8.23,40,,1.94,,,,100,501,Rain,moderate rain,10d
1712163600,2024-04-03 17:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.33,4828,3.34,0.53,4.49,6.08,1005,,,87,8.23,40,,1.94,,,,100,701,Mist,mist,50d
1712167200,2024-04-03 18:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.32,6437,3.33,-0.06,4.55,6.08,1003,,,87,10.29,60,,1.34,,,,100,501,Rain,moderate rain,10d
1712167200,2024-04-03 18:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.32,6437,3.33,-0.06,4.55,6.08,1003,,,87,10.29,60,,1.34,,,,100,701,Mist,mist,50d
1712170800,2024-04-03 19:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.32,3219,3.5,-0.19,4.49,6.08,1002,,,88,10.8,40,13.38,0.47,,,,100,500,Rain,light rain,10d
1712170800,2024-04-03 19:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.32,3219,3.5,-0.19,4.49,6.08,1002,,,88,10.8,40,13.38,0.47,,,,100,701,Mist,mist,50d
1712174400,2024-04-03 20:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.36,2012,3.7,0.41,4.49,6.08,1001,,,89,8.75,50,11.83,3.24,,,,100,501,Rain,moderate rain,10d
1712174400,2024-04-03 20:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.36,2012,3.7,0.41,4.49,6.08,1001,,,89,8.75,50,11.83,3.24,,,,100,701,Mist,mist,50d
1712178000,2024-04-03 21:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.34,4023,3.68,-0.04,4.55,6.08,1000,,,89,10.29,70,18.01,3.2,7.62,,,100,501,Rain,moderate rain,10d
1712178000,2024-04-03 21:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.34,4023,3.68,-0.04,4.55,6.08,1000,,,89,10.29,70,18.01,3.2,7.62,,,100,701,Mist,mist,50d
1712181600,2024-04-03 22:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.24,2012,3.58,-0.3,4.32,6.08,999,,,89,10.8,50,12.35,6,,,,100,502,Rain,heavy intensity rain,10d
1712181600,2024-04-03 22:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.24,2012,3.58,-0.3,4.32,6.08,999,,,89,10.8,50,12.35,6,,,,100,701,Mist,mist,50d
1712185200,2024-04-03 23:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.29,3219,3.63,-0.1,4.32,6.08,999,,,89,10.29,50,14.4,4.48,,,,100,502,Rain,heavy intensity rain,10d
1712185200,2024-04-03 23:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.29,3219,3.63,-0.1,4.32,6.08,999,,,89,10.29,50,14.4,4.48,,,,100,701,Mist,mist,50d
1712188800,2024-04-04 00:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.4,10000,3.74,0.04,4.49,6.08,999,,,89,10.29,80,16.46,1.72,,,,100,501,Rain,moderate rain,10n
1712188800,2024-04-04 00:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.4,10000,3.74,0.04,4.49,6.08,999,,,89,10.29,80,16.46,1.72,,,,100,701,Mist,mist,50n
1712192400,2024-04-04 01:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.4,10000,3.41,-0.44,4.49,6.08,997,,,87,12.35,70,21.09,0.51,,,,100,500,Rain,light rain,10n
1712196000,2024-04-04 02:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.39,10000,3.4,-0.57,4.49,6.08,995,,,87,12.86,60,20.06,0.43,,,,100,501,Rain,moderate rain,10n
1712196000,2024-04-04 02:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.39,10000,3.4,-0.57,4.49,6.08,995,,,87,12.86,60,20.06,0.43,,,,100,701,Mist,mist,50n
1712199600,2024-04-04 03:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.07,8047,3.09,-0.89,4.49,5.86,995,,,87,12.35,70,20.58,0.76,0.51,,,100,500,Rain,light rain,10n
1712199600,2024-04-04 03:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.07,8047,3.09,-0.89,4.49,5.86,995,,,87,12.35,70,20.58,0.76,0.51,,,100,701,Mist,mist,50n
1712203200,2024-04-04 04:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.32,10000,3.17,-1.52,4.49,6.08,994,,,86,17.49,60,22.64,0.47,,,,100,500,Rain,light rain,10n
1712206800,2024-04-04 05:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.95,8047,3.29,-1.72,4.33,5.42,993,,,89,15.65,60,21.46,0.56,,,,100,500,Rain,light rain,10n
1712206800,2024-04-04 05:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.95,8047,3.29,-1.72,4.33,5.42,993,,,89,15.65,60,21.46,0.56,,,,100,701,Mist,mist,50n
1712210400,2024-04-04 06:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.06,10000,3.24,-1.01,3.87,5.86,992,,,88,12.86,50,17.49,0.91,,,,100,500,Rain,light rain,10n
1712214000,2024-04-04 07:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.64,3219,3.14,-0.31,3.87,5.55,992,,,90,8.05,10,13.86,0.89,,,,100,500,Rain,light rain,10n
1712214000,2024-04-04 07:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.64,3219,3.14,-0.31,3.87,5.55,992,,,90,8.05,10,13.86,0.89,,,,100,701,Mist,mist,50n
1712217600,2024-04-04 08:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,3.76,8047,2.43,-1.34,2.66,4.86,992,,,91,7.72,310,,1.75,,,,100,501,Rain,moderate rain,10n
1712217600,2024-04-04 08:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,3.76,8047,2.43,-1.34,2.66,4.86,992,,,91,7.72,310,,1.75,,,,100,701,Mist,mist,50n
1712221200,2024-04-04 09:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,2.51,9656,1.19,-3.94,1.87,3.08,991,,,91,10.8,360,15.43,0.46,3.56,,,100,500,Rain,light rain,10n
1712221200,2024-04-04 09:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,2.51,9656,1.19,-3.94,1.87,3.08,991,,,91,10.8,360,15.43,0.46,3.56,,,100,701,Mist,mist,50n
1712224800,2024-04-04 10:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,2.85,10000,1.06,-2.7,2.27,3.21,992,,,88,8.23,340,,0.25,,,,75,301,Drizzle,drizzle,09n
1712224800,2024-04-04 10:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,2.85,10000,1.06,-2.7,2.27,3.21,992,,,88,8.23,340,,0.25,,,,75,701,Mist,mist,50n
1712224800,2024-04-04 10:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,2.85,10000,1.06,-2.7,2.27,3.21,992,,,88,8.23,340,,0.25,,,,75,500,Rain,light rain,10n
1712228400,2024-04-04 11:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,3.22,10000,1.11,-1.66,2.33,3.86,994,,,86,6.71,330,,,,,,100,804,Clouds,overcast clouds,04d
1712232000,2024-04-04 12:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,3.62,10000,1.17,-1.15,2.83,4.08,994,,,84,6.71,330,10.73,,,,,100,804,Clouds,overcast clouds,04d
1712235600,2024-04-04 13:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.06,10000,1.27,-0.77,3.75,4.88,995,,,82,7.2,330,10.29,,,,,100,804,Clouds,overcast clouds,04d
1712239200,2024-04-04 14:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.05,10000,1.18,0.85,4.3,6.08,995,,,76,6.26,360,9.39,,,,,100,804,Clouds,overcast clouds,04d
1712242800,2024-04-04 15:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.58,10000,1.32,1.77,4.86,6.56,996,,,74,5.66,350,,,,,,100,804,Clouds,overcast clouds,04d
1712246400,2024-04-04 16:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.14,10000,0.48,2.7,5.42,7.31,996,,,67,5.14,340,,,,,,100,804,Clouds,overcast clouds,04d
1712250000,2024-04-04 17:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.8,10000,0.47,3.62,5.86,8.22,997,,,64,4.92,329,7.15,,,,,100,804,Clouds,overcast clouds,04d
1712253600,2024-04-04 18:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,7.63,10000,0.6,4.57,6.53,9.32,997,,,61,5.14,320,,,,,,75,803,Clouds,broken clouds,04d
1712257200,2024-04-04 19:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.65,10000,0.62,5.47,7.64,10.09,997,,,57,6.17,340,,,,,,100,804,Clouds,overcast clouds,04d
1712260800,2024-04-04 20:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.99,10000,0.94,5.73,8.21,10.49,997,,,57,6.71,340,,,,,,75,803,Clouds,broken clouds,04d
1712264400,2024-04-04 21:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.66,10000,0.63,5.86,7.64,9.88,997,,,57,5.14,350,,,,,,100,804,Clouds,overcast clouds,04d
1712268000,2024-04-04 22:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.4,10000,0.62,5.33,7.64,9.32,998,,,58,5.66,10,,,,,,75,803,Clouds,broken clouds,04d
1712271600,2024-04-04 23:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,7.15,10000,0.37,3.87,6.53,8.21,998,,,62,5.36,22,7.6,,,,,20,801,Clouds,few clouds,02d
1712275200,2024-04-05 00:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.55,10000,0.45,3.99,5.87,7.71,999,,,65,3.6,360,,0.25,,,,100,500,Rain,light rain,10n
1712278800,2024-04-05 01:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.5,10000,0.61,3.93,5.49,7.08,1000,,,66,3.6,10,,0.25,,,,100,500,Rain,light rain,10n
1712282400,2024-04-05 02:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.97,10000,0.52,2.59,5.11,6.65,1000,,,68,4.92,10,5.81,,,,,100,804,Clouds,overcast clouds,04n
1712286000,2024-04-05 03:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.88,10000,0.02,2.47,4.87,6.09,1000,,,66,4.92,21,6.71,0.14,,,,100,500,Rain,light rain,10n
1712289600,2024-04-05 04:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.38,10000,0.36,1.65,4.55,6.08,1000,,,70,5.36,5,6.71,0.13,,,,100,500,Rain,light rain,10n
1712293200,2024-04-05 05:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.6,10000,-0.17,1.3,3.87,5.09,1001,,,71,4.12,340,,,,,,100,804,Clouds,overcast clouds,04n
1712296800,2024-04-05 06:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.06,10000,-0.13,0.63,3.75,4.86,1001,,,74,4.12,360,,,,,,100,804,Clouds,overcast clouds,04n
1712300400,2024-04-05 07:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,3.9,10000,0.06,0.5,3.38,4.53,1001,,,76,4.02,340,,,,,,100,500,Rain,light rain,10n
1712304000,2024-04-05 08:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,3.8,10000,0.32,1.91,3.21,4.08,1001,,,78,2.06,330,,0.25,,,,75,500,Rain,light rain,10n
1712307600,2024-04-05 09:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,3.91,10000,0.25,0.77,2.89,4.43,1002,,,77,3.6,250,,0.25,,,,100,500,Rain,light rain,10n
1712311200,2024-04-05 10:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,3.99,10000,0.15,-0.24,3.38,4.37,1002,,,76,5.66,300,,0.25,,,,75,500,Rain,light rain,10n
1712314800,2024-04-05 11:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,3.89,10000,-0.11,-0.8,2.83,4.37,1002,,,75,6.71,300,,,,,,100,804,Clouds,overcast clouds,04d
1712318400,2024-04-05 12:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,4.86,10000,-0.13,0.26,4.3,5.86,1003,,,70,7.2,290,10.29,,,,,0,800,Clear,sky is clear,01d
1712322000,2024-04-05 13:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.57,10000,-0.42,1.55,4.86,6.08,1003,,,65,6.17,290,,,,,,75,803,Clouds,broken clouds,04d
1712325600,2024-04-05 14:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.27,10000,-0.81,1.91,5.42,7.33,1003,,,60,7.72,310,11.83,,,,,20,801,Clouds,few clouds,02d
1712329200,2024-04-05 15:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.76,10000,-1.45,2.55,5.87,7.89,1003,,,55,7.72,310,11.32,,,,,100,804,Clouds,overcast clouds,04d
1712332800,2024-04-05 16:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.82,10000,-1.62,2.32,5.97,7.87,1003,,,54,8.75,310,13.89,,,,,100,804,Clouds,overcast clouds,04d
1712336400,2024-04-05 17:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,7.97,10000,-2.09,3.97,7.64,9,1003,,,48,8.23,300,12.86,,,,,100,804,Clouds,overcast clouds,04d
1712340000,2024-04-05 18:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.78,10000,-2.2,5.02,7.64,9.53,1003,,,45,8.23,300,15.43,,,,,100,804,Clouds,overcast clouds,04d
1712343600,2024-04-05 19:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.85,10000,-2.41,4.98,7.87,9.87,1004,,,44,8.75,290,12.86,,,,,75,803,Clouds,broken clouds,04d
1712347200,2024-04-05 20:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,9.16,10000,-2.44,5.95,8.19,9.86,1004,,,43,6.71,290,11.18,,,,,75,803,Clouds,broken clouds,04d
1712350800,2024-04-05 21:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.82,10000,-2.44,4.94,8.19,9.31,1004,,,44,8.75,310,,,,,,100,804,Clouds,overcast clouds,04d
1712354400,2024-04-05 22:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.82,10000,-2.17,5.08,8.19,9.53,1005,,,45,8.23,310,12.86,,,,,40,802,Clouds,scattered clouds,03d
1712358000,2024-04-05 23:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.5,2414,-2.16,4.52,7.83,9.08,1006,,,46,8.75,290,12.86,,,,,75,721,Haze,haze,50d
1712361600,2024-04-06 00:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,7.7,10000,-2.31,3.48,6.78,8.08,1006,,,48,8.75,290,12.86,,,,,75,803,Clouds,broken clouds,04n
1712365200,2024-04-06 01:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,7.1,10000,-1.84,2.69,6.22,7.86,1007,,,52,8.75,300,,,,,,20,801,Clouds,few clouds,02n
1712368800,2024-04-06 02:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.49,10000,-1.45,2.2,5.44,7.08,1007,,,56,7.72,310,11.32,,,,,0,800,Clear,sky is clear,01n
1712372400,2024-04-06 03:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.85,10000,-1.36,2.05,4.88,6.53,1007,,,59,5.81,310,11.18,,,,,20,801,Clouds,few clouds,02n
1712376000,2024-04-06 04:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.61,10000,-1.16,0.89,5.11,6.08,1007,,,61,8.23,310,11.83,,,,,75,803,Clouds,broken clouds,04n
1712379600,2024-04-06 05:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.6,10000,-0.97,1.04,4.87,6.08,1007,,,62,7.72,310,12.35,,,,,75,803,Clouds,broken clouds,04n
1712383200,2024-04-06 06:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.54,10000,-0.83,1.31,4.87,6.08,1007,,,63,6.71,300,,,,,,40,802,Clouds,scattered clouds,03n
1712386800,2024-04-06 07:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.53,10000,-0.46,1.12,4.87,6.08,1007,,,65,7.2,310,10.8,,,,,0,800,Clear,sky is clear,01n
1712390400,2024-04-06 08:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.53,10000,-0.27,1.12,4.87,6.08,1007,,,66,7.2,310,12.35,,,,,100,804,Clouds,overcast clouds,04n
1712394000,2024-04-06 09:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.42,10000,0,1.7,4.32,6.08,1007,,,68,5.36,303,7.6,,,,,100,804,Clouds,overcast clouds,04n
1712397600,2024-04-06 10:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.31,10000,-0.1,1.22,4.49,6.08,1007,,,68,6.17,300,,,,,,100,804,Clouds,overcast clouds,04n
1712401200,2024-04-06 11:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,5.57,10000,0.34,1.55,4.55,6.08,1008,,,69,6.17,300,,,,,,100,804,Clouds,overcast clouds,04d
1712404800,2024-04-06 12:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.07,10000,0.41,2.39,5.44,6.86,1008,,,67,5.66,330,,,,,,75,803,Clouds,broken clouds,04d
1712408400,2024-04-06 13:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.86,10000,0.31,3,6.53,7.86,1008,,,63,6.71,332,7.15,,,,,100,804,Clouds,overcast clouds,04d
1712412000,2024-04-06 14:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.49,10000,1.02,2.69,5.86,7.86,1009,,,68,6.26,56,8.94,,,,,100,500,Rain,light rain,10d
1712415600,2024-04-06 15:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,7.46,10000,0.44,3.45,6.53,8.42,1009,,,61,7.72,330,12.35,,,,,40,802,Clouds,scattered clouds,03d
1712419200,2024-04-06 16:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.35,10000,-1.29,3.68,7.64,9.37,1009,,,50,11.62,49,12.07,,,,,100,804,Clouds,overcast clouds,04d
1712422800,2024-04-06 17:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,9.62,10000,-1.79,5.95,8.75,10.86,1009,,,44,8.94,25,9.39,,,,,100,804,Clouds,overcast clouds,04d
1712426400,2024-04-06 18:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,10.88,10000,-1.92,9.07,10.42,12.15,1009,,,40,7.2,10,10.29,,,,,75,803,Clouds,broken clouds,04d
1712430000,2024-04-06 19:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,11.19,10000,-1.98,9.38,10.42,12.08,1009,,,39,6.71,350,11.62,,,,,100,804,Clouds,overcast clouds,04d
1712433600,2024-04-06 20:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,11.32,10000,-1.88,9.53,10.42,12.33,1009,,,39,5.66,340,10.8,,,,,100,804,Clouds,overcast clouds,04d
1712437200,2024-04-06 21:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,11.05,10000,-1.49,9.28,10.42,11.54,1010,,,41,7.2,320,11.32,,,,,100,804,Clouds,overcast clouds,04d
1712440800,2024-04-06 22:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,10.91,10000,-1.6,9.13,10.42,11.22,1011,,,41,7.2,330,11.32,,,,,100,804,Clouds,overcast clouds,04d
1712444400,2024-04-06 23:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,10.62,10000,-1.26,8.86,9.86,11.08,1011,,,43,7.2,10,11.32,,,,,100,804,Clouds,overcast clouds,04d
1712448000,2024-04-07 00:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,10.23,10000,-0.77,8.51,9.3,11.08,1012,,,46,7.2,360,,,,,,100,804,Clouds,overcast clouds,04n
1712451600,2024-04-07 01:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.98,10000,-0.77,5.33,8.44,9.53,1013,,,50,8.05,348,12.07,,,,,75,803,Clouds,broken clouds,04n
1712455200,2024-04-07 02:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.53,10000,-0.9,5.32,7.64,9.08,1013,,,51,6.17,360,,,,,,75,803,Clouds,broken clouds,04n
1712458800,2024-04-07 03:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.16,10000,-0.97,4.39,7.64,8.76,1014,,,52,7.6,342,10.28,,,,,40,802,Clouds,scattered clouds,03n
1712462400,2024-04-07 04:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,7.68,10000,-0.91,3.19,7.08,8.42,1015,,,54,9.77,350,14.4,,,,,75,803,Clouds,broken clouds,04n
1712466000,2024-04-07 05:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,7.07,10000,-1.41,3.27,6.53,7.31,1014,,,54,6.71,17,9.39,,,,,100,804,Clouds,overcast clouds,04n
1712469600,2024-04-07 06:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.95,10000,-1.29,4.19,6.22,7.31,1015,,,55,4.12,10,,,,,,100,804,Clouds,overcast clouds,04n
1712473200,2024-04-07 07:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.72,10000,-1.26,3.91,5.87,7.09,1015,,,56,4.12,350,,,,,,20,801,Clouds,few clouds,02n
1712476800,2024-04-07 08:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.63,10000,-1.13,3.85,5.61,7.08,1015,,,57,4.02,335,4.47,,,,,20,801,Clouds,few clouds,02n
1712480400,2024-04-07 09:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.46,10000,-0.65,2.68,4.88,7.08,1015,,,60,6.17,360,8.23,,,,,75,803,Clouds,broken clouds,04n
1712484000,2024-04-07 10:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.13,10000,-0.72,3.48,4.49,6.86,1016,,,61,3.6,10,,,,,,20,801,Clouds,few clouds,02n
1712487600,2024-04-07 11:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.53,10000,0,3.68,4.49,7.08,1017,,,63,4.12,360,,,,,,100,804,Clouds,overcast clouds,04d
1712491200,2024-04-07 12:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,6.61,10000,0.08,3.77,5.11,7.1,1018,,,63,4.12,20,,,,,,100,804,Clouds,overcast clouds,04d
1712494800,2024-04-07 13:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,7.42,10000,0.17,3.72,6.53,8.08,1018,,,60,6.71,24,9.39,,,,,75,803,Clouds,broken clouds,04d
1712498400,2024-04-07 14:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,7.98,10000,-0.22,3.47,6.87,8.94,1018,,,56,10.29,350,14.4,,,,,100,804,Clouds,overcast clouds,04d
1712502000,2024-04-07 15:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,9.15,10000,-0.39,5.93,7.87,10.09,1018,,,51,6.71,350,11.18,,,,,75,803,Clouds,broken clouds,04d
1712505600,2024-04-07 16:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,10.6,10000,-1,8.86,9.32,11.54,1018,,,44,6.71,10,11.18,,,,,75,803,Clouds,broken clouds,04d
1712509200,2024-04-07 17:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,11.92,10000,-0.8,10.24,10.42,13.44,1018,,,41,5.36,42,9.83,,,,,40,802,Clouds,scattered clouds,03d
1712512800,2024-04-07 18:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,12.38,10000,-0.43,10.74,10.98,13.98,1018,,,41,5.14,20,9.26,,,,,40,802,Clouds,scattered clouds,03d
1712516400,2024-04-07 19:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,13.36,10000,-0.26,11.77,12.64,15.09,1018,,,39,6.69,30,9.77,,,,,40,802,Clouds,scattered clouds,03d
1712520000,2024-04-07 20:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,14.07,10000,-0.34,12.5,12.64,15.09,1017,,,37,5.14,30,10.8,,,,,0,800,Clear,sky is clear,01d
1712523600,2024-04-07 21:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,13.52,10000,-0.77,11.89,12.64,15.11,1017,,,37,7.2,360,11.32,,,,,0,800,Clear,sky is clear,01d
1712527200,2024-04-07 22:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,13.52,10000,-0.77,11.89,12.64,15.09,1018,,,37,7.2,360,10.29,,,,,0,800,Clear,sky is clear,01d
1712530800,2024-04-07 23:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,13.15,10000,-0.74,11.51,12.64,13.98,1018,,,38,6.71,28,10.28,,,,,0,800,Clear,sky is clear,01d
1712534400,2024-04-08 00:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,12.7,10000,-0.78,11.04,10.86,13.31,1019,,,39,3.6,20,,,,,,0,800,Clear,sky is clear,01n
1712538000,2024-04-08 01:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,9.21,10000,2.98,6.55,8.21,10.65,1019,,,65,5.14,160,,,,,,0,800,Clear,sky is clear,01n
1712541600,2024-04-08 02:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.47,10000,2.91,6.33,7.64,9.08,1020,,,68,3.6,180,,,,,,0,800,Clear,sky is clear,01n
1712545200,2024-04-08 03:00:00 +0000 UTC,-14400,Manhattan,40.768517,-73.982194,8.22,10000,2.46,7.07,6.87,9.08,1020,,,67,2.06,180,,,,,,0,800,Clear,sky is clear,01n
