PULocationID,day_of_week,hour,p25,p75,p10,p50,p90,simulated_ridership,busyness_level
234,2,22,315.5,407.5,236.625,361.5,509.375,361.5,Busy
234,2,23,159.5,254.75,119.625,207.125,318.4375,207.125,Busy
234,3,0,70,112.5,52.5,91.25,140.625,91.25,Busy
234,3,1,26,38,19.5,32,47.5,32,Busy
234,3,2,10,17.5,7.5,13.75,21.875,13.75,Busy
234,3,3,5.25,10.75,3.9375,8,13.4375,8,Busy
234,3,4,4,8.75,3,6.375,10.9375,6.375,Busy
234,3,5,13,21,9.75,17,26.25,17,Busy
234,3,6,51.5,69.25,38.625,60.375,86.5625,60.375,Busy
234,3,7,131.25,177,98.4375,154.125,221.25,154.125,Busy
234,3,8,245.5,321.25,184.125,283.375,401.5625,283.375,Busy
234,3,9,266.75,334.25,200.0625,300.5,417.8125,300.5,Busy
234,3,10,256.75,302.25,192.5625,279.5,377.8125,279.5,Busy
234,3,11,278.5,327.5,208.875,303,409.375,303,Busy
234,3,12,295.5,324.75,221.625,310.125,405.9375,310.125,Busy
234,3,13,301.25,351.25,225.9375,326.25,439.0625,326.25,Busy
234,3,14,314,368,235.5,341,460,341,Busy
234,3,15,313.75,384.75,235.3125,349.25,480.9375,349.25,Busy
234,3,16,343.75,416.25,257.8125,380,520.3125,380,Busy
234,3,17,444,547.5,333,495.75,684.375,495.75,Busy
234,3,18,486.75,604.25,365.0625,545.5,755.3125,545.5,Busy
234,3,19,416.75,545.25,312.5625,481,681.5625,481,Busy
234,3,20,350.5,505.25,262.875,427.875,631.5625,427.875,Busy
234,3,21,360.5,504,270.375,432.25,630,432.25,Busy
234,3,22,338.75,435,254.0625,386.875,543.75,386.875,Busy
234,3,23,219.25,336.5,164.4375,277.875,420.625,277.875,Busy
234,4,0,121.25,193.25,90.9375,157.25,241.5625,157.25,Busy
234,4,1,54.75,77,41.0625,65.875,96.25,65.875,Busy
234,4,2,23.75,36,17.8125,29.875,45,29.875,Busy
234,4,3,12,21,9,16.5,26.25,16.5,Busy
234,4,4,9,17,6.75,13,21.25,13,Busy
234,4,5,14,24,10.5,19,30,19,Busy
234,4,6,38.75,55.5,29.0625,47.125,69.375,47.125,Busy
234,4,7,81.75,118.5,61.3125,100.125,148.125,100.125,Busy
234,4,8,142.5,206.25,106.875,174.375,257.8125,174.375,Busy
234,4,9,188.5,224.75,141.375,206.625,280.9375,206.625,Busy
234,4,10,202.5,241.5,151.875,222,301.875,222,Busy
234,4,11,225.25,269.5,168.9375,247.375,336.875,247.375,Busy
234,4,12,250.75,301.25,188.0625,276,376.5625,276,Busy
234,4,13,267.75,308.75,200.8125,288.25,385.9375,288.25,Busy
234,4,14,299.5,345,224.625,322.25,431.25,322.25,Busy
234,4,15,301.75,373.75,226.3125,337.75,467.1875,337.75,Busy
234,4,16,304,382.25,228,343.125,477.8125,343.125,Busy
234,4,17,330,446,247.5,388,557.5,388,Busy
234,4,18,381,529,285.75,455,661.25,455,Busy
234,4,19,354,516,265.5,435,645,435,Busy
234,4,20,277.5,407,208.125,342.25,508.75,342.25,Busy
234,4,21,260.75,371.5,195.5625,316.125,464.375,316.125,Busy
234,4,22,283.75,391.25,212.8125,337.5,489.0625,337.5,Busy
234,4,23,273.5,417,205.125,345.25,521.25,345.25,Busy
234,5,0,227.75,352,170.8125,289.875,440,289.875,Busy
234,5,1,156.75,248.5,117.5625,202.625,310.625,202.625,Busy
234,5,2,101.25,146.25,75.9375,123.75,182.8125,123.75,Busy
234,5,3,58.75,74.25,44.0625,66.5,92.8125,66.5,Busy
234,5,4,24.75,37.25,18.5625,31,46.5625,31,Busy
234,5,5,8,13,6,10.5,16.25,10.5,Busy
234,5,6,14,22.25,10.5,18.125,27.8125,18.125,Busy
234,5,7,29,42.25,21.75,35.625,52.8125,35.625,Busy
234,5,8,74.75,104.25,56.0625,89.5,130.3125,89.5,Busy
234,5,9,136,189.25,102,162.625,236.5625,162.625,Busy
234,5,10,195.25,253,146.4375,224.125,316.25,224.125,Busy
234,5,11,254.25,315.25,190.6875,284.75,394.0625,284.75,Busy
234,5,12,274.5,364,205.875,319.25,455,319.25,Busy
234,5,13,291.25,380,218.4375,335.625,475,335.625,Busy
234,5,14,289,385.25,216.75,337.125,481.5625,337.125,Busy
234,5,15,320.75,400.25,240.5625,360.5,500.3125,360.5,Busy
234,5,16,339,424,254.25,381.5,530,381.5,Busy
234,5,17,353.5,442.5,265.125,398,553.125,398,Busy
234,5,18,341,470.25,255.75,405.625,587.8125,405.625,Busy
234,5,19,348.75,488.75,261.5625,418.75,610.9375,418.75,Busy
234,5,20,300,405.75,225,352.875,507.1875,352.875,Busy
234,5,21,270,382.25,202.5,326.125,477.8125,326.125,Busy
234,5,22,287.75,422.25,215.8125,355,527.8125,355,Busy
234,5,23,289,416.25,216.75,352.625,520.3125,352.625,Busy
234,6,0,252.75,364.5,189.5625,308.625,455.625,308.625,Busy
234,6,1,176.75,268.75,132.5625,222.75,335.9375,222.75,Busy
234,6,2,109,161,81.75,135,201.25,135,Busy
234,6,3,69,92,51.75,80.5,115,80.5,Busy
234,6,4,31,45.25,23.25,38.125,56.5625,38.125,Busy
234,6,5,8,15,6,11.5,18.75,11.5,Busy
234,6,6,11,17,8.25,14,21.25,14,Busy
234,6,7,20,28,15,24,35,24,Busy
234,6,8,45.75,66,34.3125,55.875,82.5,55.875,Busy
234,6,9,87.5,123.25,65.625,105.375,154.0625,105.375,Busy
234,6,10,140.25,186.25,105.1875,163.25,232.8125,163.25,Busy
234,6,11,200.25,253,150.1875,226.625,316.25,226.625,Busy
234,6,12,241.5,298.25,181.125,269.875,372.8125,269.875,Busy
234,6,13,251.75,306.25,188.8125,279,382.8125,279,Busy
234,6,14,248.25,306.25,186.1875,277.25,382.8125,277.25,Busy
234,6,15,245.5,302.25,184.125,273.875,377.8125,273.875,Busy
234,6,16,255.75,305,191.8125,280.375,381.25,280.375,Busy
234,6,17,247.5,314.25,185.625,280.875,392.8125,280.875,Busy
234,6,18,237.75,316,178.3125,276.875,395,276.875,Busy
234,6,19,199.5,258.75,149.625,229.125,323.4375,229.125,Busy
234,6,20,176.75,234,132.5625,205.375,292.5,205.375,Busy
234,6,21,158,207.5,118.5,182.75,259.375,182.75,Busy
234,6,22,118.25,152.25,88.6875,135.25,190.3125,135.25,Busy
234,6,23,54.75,92.25,41.0625,73.5,115.3125,73.5,Busy
236,0,0,20,34,15,27,42.5,27,Busy
236,0,1,8,12,6,10,15,10,Busy
236,0,2,4,9,3,6.5,11.25,6.5,Busy
236,0,3,3,5,2.25,4,6.25,4,Busy
236,0,4,5,8,3.75,6.5,10,6.5,Busy
236,0,5,20,29,15,24.5,36.25,24.5,Busy
236,0,6,100,135,75,117.5,168.75,117.5,Busy
236,0,7,235,487,176.25,361,608.75,361,Busy
236,0,8,412,611,309,511.5,763.75,511.5,Busy
236,0,9,444,577,333,510.5,721.25,510.5,Busy
236,0,10,466,580,349.5,523,725,523,Busy
236,0,11,486,617,364.5,551.5,771.25,551.5,Busy
236,0,12,542,642,406.5,592,802.5,592,Busy
236,0,13,554,651,415.5,602.5,813.75,602.5,Busy
236,0,14,603,742,452.25,672.5,927.5,672.5,Busy
236,0,15,578,868,433.5,723,1085,723,Busy
236,0,16,541,757,405.75,649,946.25,649,Busy
236,0,17,567,834,425.25,700.5,1042.5,700.5,Busy
236,0,18,552,803,414,677.5,1003.75,677.5,Busy
236,0,19,391,580,293.25,485.5,725,485.5,Busy
236,0,20,342,502,256.5,422,627.5,422,Busy
236,0,21,294,451,220.5,372.5,563.75,372.5,Busy
236,0,22,165,261,123.75,213,326.25,213,Busy
236,0,23,64,98,48,81,122.5,81,Busy
236,1,0,25,41,18.75,33,51.25,33,Busy
236,1,1,8,15,6,11.5,18.75,11.5,Busy
236,1,2,3,6.5,2.25,4.75,8.125,4.75,Busy
236,1,3,2,4,1.5,3,5,3,Busy
236,1,4,4,7,3,5.5,8.75,5.5,Busy
236,1,5,20,27,15,23.5,33.75,23.5,Busy
236,1,6,111,142,83.25,126.5,177.5,126.5,Busy
236,1,7,325,538,243.75,431.5,672.5,431.5,Busy
236,1,8,491,660,368.25,575.5,825,575.5,Busy
236,1,9,529,646,396.75,587.5,807.5,587.5,Busy
236,1,10,563,660,422.25,611.5,825,611.5,Busy
236,1,11,593,714,444.75,653.5,892.5,653.5,Busy
236,1,12,637,759,477.75,698,948.75,698,Busy
236,1,13,606,748,454.5,677,935,677,Busy
236,1,14,672,842,504,757,1052.5,757,Busy
236,1,15,659,940,494.25,799.5,1175,799.5,Busy
236,1,16,601,842,450.75,721.5,1052.5,721.5,Busy
236,1,17,706,927,529.5,816.5,1158.75,816.5,Busy
236,1,18,681,942,510.75,811.5,1177.5,811.5,Busy
236,1,19,491,727,368.25,609,908.75,609,Busy
236,1,20,444,635,333,539.5,793.75,539.5,Busy
236,1,21,417,629,312.75,523,786.25,523,Busy
236,1,22,267,403,200.25,335,503.75,335,Busy
236,1,23,103,172,77.25,137.5,215,137.5,Busy
236,2,0,35,54,26.25,44.5,67.5,44.5,Busy
236,2,1,12.25,20,9.1875,16.125,25,16.125,Busy
236,2,2,5,9.75,3.75,7.375,12.1875,7.375,Busy
236,2,3,2.25,6.75,1.6875,4.5,8.4375,4.5,Busy
236,2,4,4,7,3,5.5,8.75,5.5,Busy
236,2,5,19.75,26,14.8125,22.875,32.5,22.875,Busy
236,2,6,120.5,142,90.375,131.25,177.5,131.25,Busy
236,2,7,321.25,557.5,240.9375,439.375,696.875,439.375,Busy
236,2,8,507.75,700.75,380.8125,604.25,875.9375,604.25,Busy
236,2,9,532.75,646.75,399.5625,589.75,808.4375,589.75,Busy
236,2,10,568.25,670.25,426.1875,619.25,837.8125,619.25,Busy
236,2,11,598.5,703.75,448.875,651.125,879.6875,651.125,Busy
236,2,12,640.5,742.25,480.375,691.375,927.8125,691.375,Busy
236,2,13,610.75,717.5,458.0625,664.125,896.875,664.125,Busy
236,2,14,705.25,810.25,528.9375,757.75,1012.8125,757.75,Busy
236,2,15,748.5,957.25,561.375,852.875,1196.5625,852.875,Busy
236,2,16,663,844,497.25,753.5,1055,753.5,Busy
236,2,17,665,953.75,498.75,809.375,1192.1875,809.375,Busy
236,2,18,672.75,984,504.5625,828.375,1230,828.375,Busy
236,2,19,529.75,742.5,397.3125,636.125,928.125,636.125,Busy
236,2,20,479.25,664.5,359.4375,571.875,830.625,571.875,Busy
236,2,21,448.75,640,336.5625,544.375,800,544.375,Busy
236,2,22,290,449.5,217.5,369.75,561.875,369.75,Busy
236,2,23,118.25,172,88.6875,145.125,215,145.125,Busy
236,3,0,42,59.75,31.5,50.875,74.6875,50.875,Busy
236,3,1,16,22,12,19,27.5,19,Busy
236,3,2,7,11,5.25,9,13.75,9,Busy
236,3,3,4,8,3,6,10,6,Busy
236,3,4,5,8,3.75,6.5,10,6.5,Busy
236,3,5,23,32.25,17.25,27.625,40.3125,27.625,Busy
236,3,6,116,150.25,87,133.125,187.8125,133.125,Busy
236,3,7,309.25,571,231.9375,440.125,713.75,440.125,Busy
236,3,8,498.5,694.75,373.875,596.625,868.4375,596.625,Busy
236,3,9,555,678.25,416.25,616.625,847.8125,616.625,Busy
236,3,10,604.75,699.5,453.5625,652.125,874.375,652.125,Busy
236,3,11,622,724,466.5,673,905,673,Busy
236,3,12,660.25,757.5,495.1875,708.875,946.875,708.875,Busy
236,3,13,607.5,747.75,455.625,677.625,934.6875,677.625,Busy
236,3,14,706.5,871.75,529.875,789.125,1089.6875,789.125,Busy
236,3,15,692.25,969.25,519.1875,830.75,1211.5625,830.75,Busy
236,3,16,663.25,879.5,497.4375,771.375,1099.375,771.375,Busy
236,3,17,687.25,1011.25,515.4375,849.25,1264.0625,849.25,Busy
236,3,18,685.75,1000.75,514.3125,843.25,1250.9375,843.25,Busy
236,3,19,504.5,741,378.375,622.75,926.25,622.75,Busy
236,3,20,455,648.25,341.25,551.625,810.3125,551.625,Busy
236,3,21,427.5,634.5,320.625,531,793.125,531,Busy
236,3,22,322,472.75,241.5,397.375,590.9375,397.375,Busy
236,3,23,149,216,111.75,182.5,270,182.5,Busy
236,4,0,65,95.75,48.75,80.375,119.6875,80.375,Busy
236,4,1,26.5,38,19.875,32.25,47.5,32.25,Busy
236,4,2,12,20.25,9,16.125,25.3125,16.125,Busy
236,4,3,7,11,5.25,9,13.75,9,Busy
236,4,4,6.5,11,4.875,8.75,13.75,8.75,Busy
236,4,5,21.5,31.25,16.125,26.375,39.0625,26.375,Busy
236,4,6,95,126.5,71.25,110.75,158.125,110.75,Busy
236,4,7,237.5,487.75,178.125,362.625,609.6875,362.625,Busy
236,4,8,400,594.5,300,497.25,743.125,497.25,Busy
236,4,9,459.75,601.5,344.8125,530.625,751.875,530.625,Busy
236,4,10,478.75,634.25,359.0625,556.5,792.8125,556.5,Busy
236,4,11,526.5,653.75,394.875,590.125,817.1875,590.125,Busy
236,4,12,591,723.75,443.25,657.375,904.6875,657.375,Busy
236,4,13,582.25,709.25,436.6875,645.75,886.5625,645.75,Busy
236,4,14,624,794.75,468,709.375,993.4375,709.375,Busy
236,4,15,636.75,898,477.5625,767.375,1122.5,767.375,Busy
236,4,16,550,754,412.5,652,942.5,652,Busy
236,4,17,562.5,867,421.875,714.75,1083.75,714.75,Busy
236,4,18,608.5,849.5,456.375,729,1061.875,729,Busy
236,4,19,422.75,673.5,317.0625,548.125,841.875,548.125,Busy
236,4,20,328.25,508.25,246.1875,418.25,635.3125,418.25,Busy
236,4,21,317.75,506.25,238.3125,412,632.8125,412,Busy
236,4,22,267.75,433,200.8125,350.375,541.25,350.375,Busy
236,4,23,165.5,267.5,124.125,216.5,334.375,216.5,Busy
236,5,0,102.25,156.5,76.6875,129.375,195.625,129.375,Busy
236,5,1,64.5,89.25,48.375,76.875,111.5625,76.875,Busy
236,5,2,41,59,30.75,50,73.75,50,Busy
236,5,3,21,31.5,15.75,26.25,39.375,26.25,Busy
236,5,4,11.75,17.25,8.8125,14.5,21.5625,14.5,Busy
236,5,5,8,14,6,11,17.5,11,Busy
236,5,6,33,47.25,24.75,40.125,59.0625,40.125,Busy
236,5,7,80,109,60,94.5,136.25,94.5,Busy
236,5,8,143.5,245.5,107.625,194.5,306.875,194.5,Busy
236,5,9,242.25,426.75,181.6875,334.5,533.4375,334.5,Busy
236,5,10,331.75,523.25,248.8125,427.5,654.0625,427.5,Busy
236,5,11,412.75,594,309.5625,503.375,742.5,503.375,Busy
236,5,12,435.75,655.25,326.8125,545.5,819.0625,545.5,Busy
236,5,13,461.25,642.25,345.9375,551.75,802.8125,551.75,Busy
236,5,14,453,674.5,339.75,563.75,843.125,563.75,Busy
236,5,15,465,674,348.75,569.5,842.5,569.5,Busy
236,5,16,457.5,662.5,343.125,560,828.125,560,Busy
236,5,17,469,681,351.75,575,851.25,575,Busy
236,5,18,449.25,677,336.9375,563.125,846.25,563.125,Busy
236,5,19,402.25,592.25,301.6875,497.25,740.3125,497.25,Busy
236,5,20,292.75,457.25,219.5625,375,571.5625,375,Busy
236,5,21,289,447,216.75,368,558.75,368,Busy
236,5,22,271.25,427,203.4375,349.125,533.75,349.125,Busy
236,5,23,177.75,312.25,133.3125,245,390.3125,245,Busy
236,6,0,112.5,173.5,84.375,143,216.875,143,Busy
236,6,1,70.75,106.25,53.0625,88.5,132.8125,88.5,Busy
236,6,2,42.75,66.5,32.0625,54.625,83.125,54.625,Busy
236,6,3,25.25,37,18.9375,31.125,46.25,31.125,Busy
236,6,4,13.75,22,10.3125,17.875,27.5,17.875,Busy
236,6,5,7,13,5.25,10,16.25,10,Busy
236,6,6,28,40,21,34,50,34,Busy
236,6,7,64.75,91,48.5625,77.875,113.75,77.875,Busy
236,6,8,117.25,167,87.9375,142.125,208.75,142.125,Busy
236,6,9,197.25,317.25,147.9375,257.25,396.5625,257.25,Busy
236,6,10,325,473,243.75,399,591.25,399,Busy
236,6,11,367.25,536,275.4375,451.625,670,451.625,Busy
236,6,12,403.25,622.75,302.4375,513,778.4375,513,Busy
236,6,13,451.75,609.75,338.8125,530.75,762.1875,530.75,Busy
236,6,14,414.25,609.25,310.6875,511.75,761.5625,511.75,Busy
236,6,15,394.5,584.5,295.875,489.5,730.625,489.5,Busy
236,6,16,396.75,577.75,297.5625,487.25,722.1875,487.25,Busy
236,6,17,389.75,553.75,292.3125,471.75,692.1875,471.75,Busy
236,6,18,353.5,497.75,265.125,425.625,622.1875,425.625,Busy
236,6,19,251.25,377.75,188.4375,314.5,472.1875,314.5,Busy
236,6,20,243.5,320.25,182.625,281.875,400.3125,281.875,Busy
236,6,21,184.5,254.75,138.375,219.625,318.4375,219.625,Busy
236,6,22,107.75,141.5,80.8125,124.625,176.875,124.625,Busy
236,6,23,48,71,36,59.5,88.75,59.5,Busy
237,0,0,22,35,16.5,28.5,43.75,28.5,Busy
237,0,1,7,13,5.25,10,16.25,10,Busy
237,0,2,3,7,2.25,5,8.75,5,Busy
237,0,3,3,5,2.25,4,6.25,4,Busy
237,0,4,4,9,3,6.5,11.25,6.5,Busy
237,0,5,17,26,12.75,21.5,32.5,21.5,Busy
237,0,6,75,96,56.25,85.5,120,85.5,Busy
237,0,7,207,352,155.25,279.5,440,279.5,Busy
237,0,8,355,481,266.25,418,601.25,418,Busy
237,0,9,445,542,333.75,493.5,677.5,493.5,Busy
237,0,10,479,577,359.25,528,721.25,528,Busy
237,0,11,521,674,390.75,597.5,842.5,597.5,Busy
237,0,12,588,715,441,651.5,893.75,651.5,Busy
237,0,13,570,707,427.5,638.5,883.75,638.5,Busy
237,0,14,600,771,450,685.5,963.75,685.5,Busy
237,0,15,612,828,459,720,1035,720,Busy
237,0,16,561,762,420.75,661.5,952.5,661.5,Busy
237,0,17,583,821,437.25,702,1026.25,702,Busy
237,0,18,583,860,437.25,721.5,1075,721.5,Busy
237,0,19,435,613,326.25,524,766.25,524,Busy
237,0,20,383,527,287.25,455,658.75,455,Busy
237,0,21,325,509,243.75,417,636.25,417,Busy
237,0,22,189,307,141.75,248,383.75,248,Busy
237,0,23,71,115,53.25,93,143.75,93,Busy
237,1,0,31,47,23.25,39,58.75,39,Busy
237,1,1,10,16,7.5,13,20,13,Busy
237,1,2,5,9,3.75,7,11.25,7,Busy
237,1,3,2,6,1.5,4,7.5,4,Busy
237,1,4,4,7.25,3,5.625,9.0625,5.625,Busy
237,1,5,18,26,13.5,22,32.5,22,Busy
237,1,6,83,105,62.25,94,131.25,94,Busy
237,1,7,251,392,188.25,321.5,490,321.5,Busy
237,1,8,433,578,324.75,505.5,722.5,505.5,Busy
237,1,9,531,639,398.25,585,798.75,585,Busy
237,1,10,591,689,443.25,640,861.25,640,Busy
237,1,11,637,794,477.75,715.5,992.5,715.5,Busy
237,1,12,680,870,510,775,1087.5,775,Busy
237,1,13,653,804,489.75,728.5,1005,728.5,Busy
237,1,14,716,915,537,815.5,1143.75,815.5,Busy
237,1,15,719,913,539.25,816,1141.25,816,Busy
237,1,16,664,857,498,760.5,1071.25,760.5,Busy
237,1,17,744,984,558,864,1230,864,Busy
237,1,18,742,1019,556.5,880.5,1273.75,880.5,Busy
237,1,19,541,800,405.75,670.5,1000,670.5,Busy
237,1,20,495,679,371.25,587,848.75,587,Busy
237,1,21,475,723,356.25,599,903.75,599,Busy
237,1,22,296,501,222,398.5,626.25,398.5,Busy
237,1,23,119,209,89.25,164,261.25,164,Busy
237,2,0,45,77,33.75,61,96.25,61,Busy
237,2,1,15,28,11.25,21.5,35,21.5,Busy
237,2,2,6,12,4.5,9,15,9,Busy
237,2,3,3,7,2.25,5,8.75,5,Busy
237,2,4,5,8.25,3.75,6.625,10.3125,6.625,Busy
237,2,5,17.75,25.25,13.3125,21.5,31.5625,21.5,Busy
237,2,6,86.5,109.25,64.875,97.875,136.5625,97.875,Busy
237,2,7,272,409,204,340.5,511.25,340.5,Busy
237,2,8,456.75,591.25,342.5625,524,739.0625,524,Busy
237,2,9,553.5,648.75,415.125,601.125,810.9375,601.125,Busy
237,2,10,588,688.5,441,638.25,860.625,638.25,Busy
237,2,11,644.5,789.25,483.375,716.875,986.5625,716.875,Busy
237,2,12,743.25,870.25,557.4375,806.75,1087.8125,806.75,Busy
237,2,13,698.5,831.25,523.875,764.875,1039.0625,764.875,Busy
237,2,14,738.5,907.5,553.875,823,1134.375,823,Busy
237,2,15,766.75,915,575.0625,840.875,1143.75,840.875,Busy
237,2,16,694.75,855.5,521.0625,775.125,1069.375,775.125,Busy
237,2,17,771.25,998,578.4375,884.625,1247.5,884.625,Busy
237,2,18,763.5,1088.25,572.625,925.875,1360.3125,925.875,Busy
237,2,19,585.5,786.5,439.125,686,983.125,686,Busy
237,2,20,508.25,709.5,381.1875,608.875,886.875,608.875,Busy
237,2,21,519,745.75,389.25,632.375,932.1875,632.375,Busy
237,2,22,341.75,540,256.3125,440.875,675,440.875,Busy
237,2,23,142.75,228.5,107.0625,185.625,285.625,185.625,Busy
237,3,0,56.75,90,42.5625,73.375,112.5,73.375,Busy
237,3,1,16.75,31,12.5625,23.875,38.75,23.875,Busy
237,3,2,8.5,15,6.375,11.75,18.75,11.75,Busy
237,3,3,4,10,3,7,12.5,7,Busy
237,3,4,6,9,4.5,7.5,11.25,7.5,Busy
237,3,5,18.75,28.25,14.0625,23.5,35.3125,23.5,Busy
237,3,6,86.75,114,65.0625,100.375,142.5,100.375,Busy
237,3,7,261.75,403.25,196.3125,332.5,504.0625,332.5,Busy
237,3,8,447.25,587.25,335.4375,517.25,734.0625,517.25,Busy
237,3,9,558,676.75,418.5,617.375,845.9375,617.375,Busy
237,3,10,588.5,724.5,441.375,656.5,905.625,656.5,Busy
237,3,11,671.75,804.5,503.8125,738.125,1005.625,738.125,Busy
237,3,12,733.5,861.75,550.125,797.625,1077.1875,797.625,Busy
237,3,13,683.5,819.25,512.625,751.375,1024.0625,751.375,Busy
237,3,14,729.5,915,547.125,822.25,1143.75,822.25,Busy
237,3,15,722.75,900.75,542.0625,811.75,1125.9375,811.75,Busy
237,3,16,685.25,875.25,513.9375,780.25,1094.0625,780.25,Busy
237,3,17,744.5,1011.5,558.375,878,1264.375,878,Busy
237,3,18,775.25,1093.5,581.4375,934.375,1366.875,934.375,Busy
237,3,19,553,841.5,414.75,697.25,1051.875,697.25,Busy
237,3,20,471,686,353.25,578.5,857.5,578.5,Busy
237,3,21,514.75,774.25,386.0625,644.5,967.8125,644.5,Busy
237,3,22,372.25,594.5,279.1875,483.375,743.125,483.375,Busy
237,3,23,186.25,298.75,139.6875,242.5,373.4375,242.5,Busy
237,4,0,82.75,134,62.0625,108.375,167.5,108.375,Busy
237,4,1,30.75,56,23.0625,43.375,70,43.375,Busy
237,4,2,12,24.25,9,18.125,30.3125,18.125,Busy
237,4,3,9,14,6.75,11.5,17.5,11.5,Busy
237,4,4,7,12,5.25,9.5,15,9.5,Busy
237,4,5,19,27.25,14.25,23.125,34.0625,23.125,Busy
237,4,6,69,91,51.75,80,113.75,80,Busy
237,4,7,184,335.25,138,259.625,419.0625,259.625,Busy
237,4,8,356.25,464.75,267.1875,410.5,580.9375,410.5,Busy
237,4,9,440.25,563,330.1875,501.625,703.75,501.625,Busy
237,4,10,509.5,642,382.125,575.75,802.5,575.75,Busy
237,4,11,573.25,718.25,429.9375,645.75,897.8125,645.75,Busy
237,4,12,629.25,792.75,471.9375,711,990.9375,711,Busy
237,4,13,613.5,749.5,460.125,681.5,936.875,681.5,Busy
237,4,14,629.75,815.75,472.3125,722.75,1019.6875,722.75,Busy
237,4,15,632.25,828.75,474.1875,730.5,1035.9375,730.5,Busy
237,4,16,597.25,784.5,447.9375,690.875,980.625,690.875,Busy
237,4,17,583.75,852.25,437.8125,718,1065.3125,718,Busy
237,4,18,584,879.75,438,731.875,1099.6875,731.875,Busy
237,4,19,463.75,705.25,347.8125,584.5,881.5625,584.5,Busy
237,4,20,336,518.75,252,427.375,648.4375,427.375,Busy
237,4,21,351.25,551.5,263.4375,451.375,689.375,451.375,Busy
237,4,22,295.75,498.75,221.8125,397.25,623.4375,397.25,Busy
237,4,23,181.25,319.5,135.9375,250.375,399.375,250.375,Busy
237,5,0,107.25,178.75,80.4375,143,223.4375,143,Busy
237,5,1,67.75,98,50.8125,82.875,122.5,82.875,Busy
237,5,2,37.5,58,28.125,47.75,72.5,47.75,Busy
237,5,3,19.75,29.25,14.8125,24.5,36.5625,24.5,Busy
237,5,4,11,18.25,8.25,14.625,22.8125,14.625,Busy
237,5,5,7,12,5.25,9.5,15,9.5,Busy
237,5,6,30.75,44,23.0625,37.375,55,37.375,Busy
237,5,7,66.75,95,50.0625,80.875,118.75,80.875,Busy
237,5,8,136.5,218.25,102.375,177.375,272.8125,177.375,Busy
237,5,9,244,388.25,183,316.125,485.3125,316.125,Busy
237,5,10,323.25,522.75,242.4375,423,653.4375,423,Busy
237,5,11,414.5,583.5,310.875,499,729.375,499,Busy
237,5,12,470.75,694.75,353.0625,582.75,868.4375,582.75,Busy
237,5,13,492,691.5,369,591.75,864.375,591.75,Busy
237,5,14,503.5,728.25,377.625,615.875,910.3125,615.875,Busy
237,5,15,541.25,730,405.9375,635.625,912.5,635.625,Busy
237,5,16,512.25,749.5,384.1875,630.875,936.875,630.875,Busy
237,5,17,490,736,367.5,613,920,613,Busy
237,5,18,481.25,775.75,360.9375,628.5,969.6875,628.5,Busy
237,5,19,418.25,642.75,313.6875,530.5,803.4375,530.5,Busy
237,5,20,334,464.5,250.5,399.25,580.625,399.25,Busy
237,5,21,309.75,495.5,232.3125,402.625,619.375,402.625,Busy
237,5,22,308.5,483.25,231.375,395.875,604.0625,395.875,Busy
237,5,23,195,351.25,146.25,273.125,439.0625,273.125,Busy
237,6,0,117.5,209,88.125,163.25,261.25,163.25,Busy
237,6,1,72.75,115.75,54.5625,94.25,144.6875,94.25,Busy
237,6,2,38.5,63,28.875,50.75,78.75,50.75,Busy
237,6,3,20.75,36,15.5625,28.375,45,28.375,Busy
237,6,4,13,20,9.75,16.5,25,16.5,Busy
237,6,5,8,13.5,6,10.75,16.875,10.75,Busy
237,6,6,21,38,15.75,29.5,47.5,29.5,Busy
237,6,7,51.75,89.25,38.8125,70.5,111.5625,70.5,Busy
237,6,8,100.75,161,75.5625,130.875,201.25,130.875,Busy
237,6,9,182.5,285,136.875,233.75,356.25,233.75,Busy
237,6,10,265.75,398,199.3125,331.875,497.5,331.875,Busy
237,6,11,357.5,501.75,268.125,429.625,627.1875,429.625,Busy
237,6,12,400.25,575,300.1875,487.625,718.75,487.625,Busy
237,6,13,421,587.25,315.75,504.125,734.0625,504.125,Busy
237,6,14,416.75,598.75,312.5625,507.75,748.4375,507.75,Busy
237,6,15,416.75,581.25,312.5625,499,726.5625,499,Busy
237,6,16,394.5,567.75,295.875,481.125,709.6875,481.125,Busy
237,6,17,400.75,566.5,300.5625,483.625,708.125,483.625,Busy
237,6,18,353.75,533.75,265.3125,443.75,667.1875,443.75,Busy
237,6,19,261.75,371.25,196.3125,316.5,464.0625,316.5,Busy
237,6,20,212.5,304.75,159.375,258.625,380.9375,258.625,Busy
237,6,21,188.5,261.75,141.375,225.125,327.1875,225.125,Busy
237,6,22,112,168,84,140,210,140,Busy
237,6,23,49.75,77.25,37.3125,63.5,96.5625,63.5,Busy
238,0,0,22,33,16.5,27.5,41.25,27.5,Busy
238,0,1,9.75,16,7.3125,12.875,20,12.875,Busy
238,0,2,5,9,3.75,7,11.25,7,Busy
238,0,3,3.5,6,2.625,4.75,7.5,4.75,Busy
238,0,4,7,13,5.25,10,16.25,10,Busy
238,0,5,15,23,11.25,19,28.75,19,Busy
238,0,6,49,69,36.75,59,86.25,59,Busy
238,0,7,109,228,81.75,168.5,285,168.5,Busy
238,0,8,177,283,132.75,230,353.75,230,Busy
